i j pA nameA pA' namea cAMax cAMin cANA pB nameB pB' nameb cBMax cBMin cBNA pAB r^2
11 25 0.8061033 2 0.1938967 1 1717 413 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.4099113 0.0007313662 
11 26 0.8061033 2 0.1938967 1 1717 413 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.5999997 0.02789294 
11 27 0.8061033 2 0.1938967 1 1717 413 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.4111627 0.0003989409 
11 28 0.8061033 2 0.1938967 1 1717 413 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.4117062 0.0004330106 
11 29 0.8061033 2 0.1938967 1 1717 413 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.6559596 0.02198493 
11 30 0.8061033 2 0.1938967 1 1717 413 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.5962972 0.020267 
11 31 0.8061033 2 0.1938967 1 1717 413 NA 0.887688 2 0.1123120 1 1889 239 2 0.7002031 0.01515035 
11 32 0.8061033 2 0.1938967 1 1717 413 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.7317434 0.00282556 
11 33 0.8061033 2 0.1938967 1 1717 413 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.733535 0.002616665 
11 34 0.8061033 2 0.1938967 1 1717 413 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.4739724 0.001883853 
11 35 0.8061033 2 0.1938967 1 1717 413 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.4566387 9.492397e-06 
11 36 0.8061033 2 0.1938967 1 1717 413 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.4589615 2.789308e-05 
11 37 0.8061033 2 0.1938967 1 1717 413 NA 0.5662594 2 0.4337406 1 1205 923 2 0.4571535 1.239968e-05 
11 38 0.8061033 2 0.1938967 1 1717 413 NA 0.5686736 2 0.4313264 1 1209 917 4 0.4587528 3.07241e-06 
11 39 0.8061033 2 0.1938967 1 1717 413 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.4091147 0.0001328719 
11 40 0.8061033 2 0.1938967 1 1717 413 NA 0.5690141 2 0.4309859 1 1212 918 NA 0.4591587 5.875473e-06 
11 41 0.8061033 2 0.1938967 1 1717 413 NA 0.5037559 2 0.4962441 1 1073 1057 NA 0.4089286 0.0002077887 
11 42 0.8061033 2 0.1938967 1 1717 413 NA 0.930986 2 0.06901408 1 1983 147 NA 0.7482495 0.0004913481 
11 43 0.8061033 2 0.1938967 1 1717 413 NA 0.930986 2 0.06901408 1 1983 147 NA 0.7482495 0.0004913481 
11 44 0.8061033 2 0.1938967 1 1717 413 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.7481165 0.0003863003 
11 45 0.8061033 2 0.1938967 1 1717 413 NA 0.9312618 2 0.06873823 1 1978 146 6 0.7491018 0.0002531102 
11 46 0.8061033 2 0.1938967 1 1717 413 NA 0.930856 2 0.06914393 1 1979 147 4 0.7439126 0.004139993 
11 47 0.8061033 2 0.1938967 1 1717 413 NA 0.6190028 2 0.3809972 1 1316 810 4 0.5035756 0.0005728933 
11 48 0.8061033 2 0.1938967 1 1717 413 NA 0.6790414 2 0.3209586 1 1445 683 2 0.5566682 0.002533932 
11 49 0.8061033 2 0.1938967 1 1717 413 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.729812 0.008590023 
11 50 0.8061033 2 0.1938967 1 1717 413 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.4171977 0.0004178651 
11 51 0.8061033 2 0.1938967 1 1717 413 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.4428303 0.00045587 
11 52 0.8061033 2 0.1938967 1 1717 413 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.4550638 0.0005746004 
11 53 0.8061033 2 0.1938967 1 1717 413 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.4511252 0.0002391414 
11 54 0.8061033 2 0.1938967 1 1717 413 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.4827355 0.0001173348 
11 55 0.8061033 2 0.1938967 1 1717 413 NA 0.7349341 2 0.2650659 1 1561 563 6 0.5744825 0.01058233 
11 56 0.8061033 2 0.1938967 1 1717 413 NA 0.7476504 2 0.2523496 1 1591 537 2 0.5876796 0.007633853 
11 57 0.8061033 2 0.1938967 1 1717 413 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.6063532 0.00338818 
11 58 0.8061033 2 0.1938967 1 1717 413 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.4324132 0.002028153 
11 59 0.8061033 2 0.1938967 1 1717 413 NA 0.6251185 2 0.3748815 1 1319 791 20 0.5037421 7.702452e-07 
11 60 0.8061033 2 0.1938967 1 1717 413 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.429125 0.0001689707 
11 61 0.8061033 2 0.1938967 1 1717 413 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.6141936 0.001761855 
11 62 0.8061033 2 0.1938967 1 1717 413 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.7249715 0.0007362555 
11 63 0.8061033 2 0.1938967 1 1717 413 NA 0.6101695 2 0.3898305 1 1296 828 6 0.4868438 0.0006767085 
11 64 0.8061033 2 0.1938967 1 1717 413 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4055519 5.676353e-07 
11 65 0.8061033 2 0.1938967 1 1717 413 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.7150218 0.0004166932 
11 66 0.8061033 2 0.1938967 1 1717 413 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.7380852 0.005295594 
11 67 0.8061033 2 0.1938967 1 1717 413 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.4239073 0.001339792 
11 68 0.8061033 2 0.1938967 1 1717 413 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.4736019 0.001176265 
11 69 0.8061033 2 0.1938967 1 1717 413 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.4478199 0.0002208050 
11 70 0.8061033 2 0.1938967 1 1717 413 NA 0.8928571 2 0.1071429 1 1900 228 2 0.727864 0.004419333 
11 71 0.8061033 2 0.1938967 1 1717 413 NA 0.893797 2 0.106203 1 1902 226 2 0.7297331 0.005754974 
11 72 0.8061033 2 0.1938967 1 1717 413 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.5127947 3.619774e-05 
11 73 0.8061033 2 0.1938967 1 1717 413 NA 0.9 2 0.1 1 1917 213 NA 0.7345437 0.005823232 
11 74 0.8061033 2 0.1938967 1 1717 413 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.7550816 0.0005449197 
11 75 0.8061033 2 0.1938967 1 1717 413 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4117289 0.0007111369 
11 76 0.8061033 2 0.1938967 1 1717 413 NA 0.8725306 2 0.1274694 1 1855 271 4 0.7091374 0.001926866 
11 77 0.8061033 2 0.1938967 1 1717 413 NA 0.6367481 2 0.3632519 1 1355 773 2 0.5127755 7.173258e-06 
11 78 0.8061033 2 0.1938967 1 1717 413 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.6067258 0.0003257293 
11 79 0.8061033 2 0.1938967 1 1717 413 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4149814 0.0005749587 
11 80 0.8061033 2 0.1938967 1 1717 413 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4101256 0.0007787374 
12 13 0.9046948 2 0.09530516 1 1927 203 NA 0.7103286 2 0.2896714 1 1513 617 NA 0.7102588 0.257793 
12 14 0.9046948 2 0.09530516 1 1927 203 NA 0.7103286 2 0.2896714 1 1513 617 NA 0.7102588 0.257793 
12 15 0.9046948 2 0.09530516 1 1927 203 NA 0.7103286 2 0.2896714 1 1513 617 NA 0.7102588 0.257793 
12 16 0.9046948 2 0.09530516 1 1927 203 NA 0.8061033 2 0.1938967 1 1717 413 NA 0.710868 0.02514801 
12 17 0.9046948 2 0.09530516 1 1927 203 NA 0.9896714 2 0.01032864 1 2108 22 NA 0.8944095 0.001004886 
12 18 0.9046948 2 0.09530516 1 1927 203 NA 0.5892019 2 0.4107981 1 1255 875 NA 0.5064756 0.03383356 
12 19 0.9046948 2 0.09530516 1 1927 203 NA 0.585446 2 0.414554 1 1247 883 NA 0.5091173 0.02014679 
12 20 0.9046948 2 0.09530516 1 1927 203 NA 0.62723 2 0.3727700 1 1336 794 NA 0.5558629 0.006661908 
12 21 0.9046948 2 0.09530516 1 1927 203 NA 0.618421 2 0.3815789 1 1316 812 2 0.5757551 0.01301473 
12 22 0.9046948 2 0.09530516 1 1927 203 NA 0.886385 2 0.1136150 1 1888 242 NA 0.800898 0.0001174461 
12 23 0.9046948 2 0.09530516 1 1927 203 NA 0.9422535 2 0.05774648 1 2007 123 NA 0.8487537 0.002915193 
12 24 0.9046948 2 0.09530516 1 1927 203 NA 0.799061 2 0.2009390 1 1702 428 NA 0.7486644 0.04792511 
12 25 0.9046948 2 0.09530516 1 1927 203 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.4655847 0.006176319 
12 26 0.9046948 2 0.09530516 1 1927 203 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.624473 0.01291004 
12 27 0.9046948 2 0.09530516 1 1927 203 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.468347 0.005953196 
12 28 0.9046948 2 0.09530516 1 1927 203 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.4688495 0.006035357 
12 29 0.9046948 2 0.09530516 1 1927 203 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.7631893 0.0007300535 
12 30 0.9046948 2 0.09530516 1 1927 203 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.6257395 0.01223376 
12 31 0.9046948 2 0.09530516 1 1927 203 NA 0.887688 2 0.1123120 1 1889 239 2 0.8027953 9.879313e-06 
12 32 0.9046948 2 0.09530516 1 1927 203 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.85294 0.09414397 
12 33 0.9046948 2 0.09530516 1 1927 203 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.8539212 0.09066304 
12 34 0.9046948 2 0.09530516 1 1927 203 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.507185 0.01104622 
12 35 0.9046948 2 0.09530516 1 1927 203 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.50005 0.006529721 
12 36 0.9046948 2 0.09530516 1 1927 203 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.5017284 0.007042513 
12 37 0.9046948 2 0.09530516 1 1927 203 NA 0.5662594 2 0.4337406 1 1205 923 2 0.5003242 0.006763338 
12 38 0.9046948 2 0.09530516 1 1927 203 NA 0.5686736 2 0.4313264 1 1209 917 4 0.5020829 0.007262265 
12 39 0.9046948 2 0.09530516 1 1927 203 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.4508146 0.001550146 
12 40 0.9046948 2 0.09530516 1 1927 203 NA 0.5690141 2 0.4309859 1 1212 918 NA 0.502725 0.006877469 
12 41 0.9046948 2 0.09530516 1 1927 203 NA 0.5037559 2 0.4962441 1 1073 1057 NA 0.4499182 0.001575331 
12 42 0.9046948 2 0.09530516 1 1927 203 NA 0.930986 2 0.06901408 1 1983 147 NA 0.8580667 0.0451114 
12 43 0.9046948 2 0.09530516 1 1927 203 NA 0.930986 2 0.06901408 1 1983 147 NA 0.8580667 0.0451114 
12 44 0.9046948 2 0.09530516 1 1927 203 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.8570627 0.0416038 
12 45 0.9046948 2 0.09530516 1 1927 203 NA 0.9312618 2 0.06873823 1 1978 146 6 0.8574962 0.04070295 
12 46 0.9046948 2 0.09530516 1 1927 203 NA 0.930856 2 0.06914393 1 1979 147 4 0.843476 0.0003213408 
12 47 0.9046948 2 0.09530516 1 1927 203 NA 0.6190028 2 0.3809972 1 1316 810 4 0.5485988 0.006402137 
12 48 0.9046948 2 0.09530516 1 1927 203 NA 0.6790414 2 0.3209586 1 1445 683 2 0.6013695 0.008932249 
12 49 0.9046948 2 0.09530516 1 1927 203 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.82976 5.638873e-05 
12 50 0.9046948 2 0.09530516 1 1927 203 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.4622662 0.005113282 
12 51 0.9046948 2 0.09530516 1 1927 203 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.489525 0.0003530475 
12 52 0.9046948 2 0.09530516 1 1927 203 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.503573 0.0001639429 
12 53 0.9046948 2 0.09530516 1 1927 203 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.5005347 0.0002609298 
12 54 0.9046948 2 0.09530516 1 1927 203 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.5390272 7.393463e-06 
12 55 0.9046948 2 0.09530516 1 1927 203 NA 0.7349341 2 0.2650659 1 1561 563 6 0.679169 0.01213702 
12 56 0.9046948 2 0.09530516 1 1927 203 NA 0.7476504 2 0.2523496 1 1591 537 2 0.6910763 0.01324906 
12 57 0.9046948 2 0.09530516 1 1927 203 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.7048813 0.01157059 
12 58 0.9046948 2 0.09530516 1 1927 203 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.4944839 2.719895e-05 
12 59 0.9046948 2 0.09530516 1 1927 203 NA 0.6251185 2 0.3748815 1 1319 791 20 0.5578399 0.002935532 
12 60 0.9046948 2 0.09530516 1 1927 203 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.4835608 0.001085954 
12 61 0.9046948 2 0.09530516 1 1927 203 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.674503 0.002865944 
12 62 0.9046948 2 0.09530516 1 1927 203 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.8124842 0.002950618 
12 63 0.9046948 2 0.09530516 1 1927 203 NA 0.6101695 2 0.3898305 1 1296 828 6 0.5453075 0.002195113 
12 64 0.9046948 2 0.09530516 1 1927 203 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.4587892 0.0005581881 
12 65 0.9046948 2 0.09530516 1 1927 203 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.8060813 7.132922e-05 
12 66 0.9046948 2 0.09530516 1 1927 203 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.8200621 0.0001832632 
12 67 0.9046948 2 0.09530516 1 1927 203 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.4630238 0.0009888508 
12 68 0.9046948 2 0.09530516 1 1927 203 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.5335988 0.001401939 
12 69 0.9046948 2 0.09530516 1 1927 203 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.5075674 0.0001364299 
12 70 0.9046948 2 0.09530516 1 1927 203 NA 0.8928571 2 0.1071429 1 1900 228 2 0.8064438 0.0002110751 
12 71 0.9046948 2 0.09530516 1 1927 203 NA 0.893797 2 0.106203 1 1902 226 2 0.807495 0.0001528556 
12 72 0.9046948 2 0.09530516 1 1927 203 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.572232 0.001045510 
12 73 0.9046948 2 0.09530516 1 1927 203 NA 0.9 2 0.1 1 1917 213 NA 0.812224 0.0005161805 
12 74 0.9046948 2 0.09530516 1 1927 203 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.8516402 0.0006148792 
12 75 0.9046948 2 0.09530516 1 1927 203 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.4516717 0.0009388082 
12 76 0.9046948 2 0.09530516 1 1927 203 NA 0.8725306 2 0.1274694 1 1855 271 4 0.7895096 1.918825e-06 
12 77 0.9046948 2 0.09530516 1 1927 203 NA 0.6367481 2 0.3632519 1 1355 773 2 0.5713515 0.001112931 
12 78 0.9046948 2 0.09530516 1 1927 203 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.6731321 0.001154623 
12 79 0.9046948 2 0.09530516 1 1927 203 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.4559596 0.0009222194 
12 80 0.9046948 2 0.09530516 1 1927 203 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.4504103 0.0006300827 
13 14 0.7103286 2 0.2896714 1 1513 617 NA 0.7103286 2 0.2896714 1 1513 617 NA 0.7102475 0.9992117 
13 15 0.7103286 2 0.2896714 1 1513 617 NA 0.7103286 2 0.2896714 1 1513 617 NA 0.7102475 0.9992117 
13 16 0.7103286 2 0.2896714 1 1513 617 NA 0.8061033 2 0.1938967 1 1717 413 NA 0.7102815 0.5894352 
13 17 0.7103286 2 0.2896714 1 1513 617 NA 0.9896714 2 0.01032864 1 2108 22 NA 0.7070148 0.007694294 
13 18 0.7103286 2 0.2896714 1 1513 617 NA 0.5892019 2 0.4107981 1 1255 875 NA 0.3760563 0.03621766 
13 19 0.7103286 2 0.2896714 1 1513 617 NA 0.585446 2 0.414554 1 1247 883 NA 0.3716544 0.03912935 
13 20 0.7103286 2 0.2896714 1 1513 617 NA 0.62723 2 0.3727700 1 1336 794 NA 0.4093745 0.02718582 
13 21 0.7103286 2 0.2896714 1 1513 617 NA 0.618421 2 0.3815789 1 1316 812 2 0.470169 0.01964774 
13 22 0.7103286 2 0.2896714 1 1513 617 NA 0.886385 2 0.1136150 1 1888 242 NA 0.6127037 0.01381738 
13 23 0.7103286 2 0.2896714 1 1513 617 NA 0.9422535 2 0.05774648 1 2007 123 NA 0.6643387 0.002207110 
13 24 0.7103286 2 0.2896714 1 1513 617 NA 0.799061 2 0.2009390 1 1702 428 NA 0.5707891 0.0003086285 
13 25 0.7103286 2 0.2896714 1 1513 617 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.3734562 0.005590478 
13 26 0.7103286 2 0.2896714 1 1513 617 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.5176796 0.005598673 
13 27 0.7103286 2 0.2896714 1 1513 617 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.3744283 0.004728754 
13 28 0.7103286 2 0.2896714 1 1513 617 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.3750142 0.004883145 
13 29 0.7103286 2 0.2896714 1 1513 617 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.5793172 0.01125520 
13 30 0.7103286 2 0.2896714 1 1513 617 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.514403 0.003110810 
13 31 0.7103286 2 0.2896714 1 1513 617 NA 0.887688 2 0.1123120 1 1889 239 2 0.6144788 0.0125909 
13 32 0.7103286 2 0.2896714 1 1513 617 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.6709868 0.027615 
13 33 0.7103286 2 0.2896714 1 1513 617 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.6717262 0.02660959 
13 34 0.7103286 2 0.2896714 1 1513 617 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.4027707 0.001096333 
13 35 0.7103286 2 0.2896714 1 1513 617 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.3886138 0.003467056 
13 36 0.7103286 2 0.2896714 1 1513 617 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.3902751 0.003474733 
13 37 0.7103286 2 0.2896714 1 1513 617 NA 0.5662594 2 0.4337406 1 1205 923 2 0.3887361 0.003603146 
13 38 0.7103286 2 0.2896714 1 1513 617 NA 0.5686736 2 0.4313264 1 1209 917 4 0.3898324 0.003946299 
13 39 0.7103286 2 0.2896714 1 1513 617 NA 0.5046948 2 0.4953052 1 1075 1055 NA 0.3551253 0.0002213084 
13 40 0.7103286 2 0.2896714 1 1513 617 NA 0.5690141 2 0.4309859 1 1212 918 NA 0.3904409 0.003744647 
13 41 0.7103286 2 0.2896714 1 1513 617 NA 0.5037559 2 0.4962441 1 1073 1057 NA 0.3548761 0.0001698936 
13 42 0.7103286 2 0.2896714 1 1513 617 NA 0.930986 2 0.06901408 1 1983 147 NA 0.6761228 0.01660605 
13 43 0.7103286 2 0.2896714 1 1513 617 NA 0.930986 2 0.06901408 1 1983 147 NA 0.6761228 0.01660605 
13 44 0.7103286 2 0.2896714 1 1513 617 NA 0.9305164 2 0.06948357 1 1982 148 NA 0.6755304 0.01593038 
13 45 0.7103286 2 0.2896714 1 1513 617 NA 0.9312618 2 0.06873823 1 1978 146 6 0.6760428 0.01605275 
13 46 0.7103286 2 0.2896714 1 1513 617 NA 0.930856 2 0.06914393 1 1979 147 4 0.6561972 0.00190025 
13 47 0.7103286 2 0.2896714 1 1513 617 NA 0.6190028 2 0.3809972 1 1316 810 4 0.4305951 0.001706617 
13 48 0.7103286 2 0.2896714 1 1513 617 NA 0.6790414 2 0.3209586 1 1445 683 2 0.4781933 0.0003838991 
13 49 0.7103286 2 0.2896714 1 1513 617 NA 0.9178404 2 0.08215962 1 1955 175 NA 0.6411707 0.007513879 
13 50 0.7103286 2 0.2896714 1 1513 617 NA 0.5225564 2 0.4774436 1 1112 1016 2 0.3551299 0.005022302 
13 51 0.7103286 2 0.2896714 1 1513 617 NA 0.5441315 2 0.4558685 1 1159 971 NA 0.3881898 5.514383e-05 
13 52 0.7103286 2 0.2896714 1 1513 617 NA 0.5586854 2 0.4413146 1 1190 940 NA 0.3999015 0.0001835095 
13 53 0.7103286 2 0.2896714 1 1513 617 NA 0.5558685 2 0.4441315 1 1184 946 NA 0.3957721 1.676251e-05 
13 54 0.7103286 2 0.2896714 1 1513 617 NA 0.5962441 2 0.4037559 1 1270 860 NA 0.4257008 9.519912e-05 
13 55 0.7103286 2 0.2896714 1 1513 617 NA 0.7349341 2 0.2650659 1 1561 563 6 0.5183054 0.0003488344 
13 56 0.7103286 2 0.2896714 1 1513 617 NA 0.7476504 2 0.2523496 1 1591 537 2 0.5309148 6.815359e-07 
13 57 0.7103286 2 0.2896714 1 1513 617 NA 0.7643192 2 0.2356808 1 1628 502 NA 0.5461832 0.0002876656 
13 58 0.7103286 2 0.2896714 1 1513 617 NA 0.5474178 2 0.4525822 1 1166 964 NA 0.3796101 0.001673528 
13 59 0.7103286 2 0.2896714 1 1513 617 NA 0.6251185 2 0.3748815 1 1319 791 20 0.4366454 0.001133850 
13 60 0.7103286 2 0.2896714 1 1513 617 NA 0.5291627 2 0.4708373 1 1125 1001 4 0.3833258 0.001081601 
13 61 0.7103286 2 0.2896714 1 1513 617 NA 0.7530516 2 0.2469484 1 1604 526 NA 0.5350554 5.212403e-07 
13 62 0.7103286 2 0.2896714 1 1513 617 NA 0.9032864 2 0.09671362 1 1924 206 NA 0.634318 0.002974526 
13 63 0.7103286 2 0.2896714 1 1513 617 NA 0.6101695 2 0.3898305 1 1296 828 6 0.4203014 0.003516772 
13 64 0.7103286 2 0.2896714 1 1513 617 NA 0.5032864 2 0.4967136 1 1072 1058 NA 0.3617139 0.0003454101 
13 65 0.7103286 2 0.2896714 1 1513 617 NA 0.8901408 2 0.1098592 1 1896 234 NA 0.6303006 0.0001971998 
13 66 0.7103286 2 0.2896714 1 1513 617 NA 0.9051643 2 0.09483568 1 1928 202 NA 0.6528308 0.005511546 
13 67 0.7103286 2 0.2896714 1 1513 617 NA 0.5169014 2 0.4830986 1 1101 1029 NA 0.3685024 3.455790e-05 
13 68 0.7103286 2 0.2896714 1 1513 617 NA 0.5957746 2 0.4042254 1 1269 861 NA 0.4100724 0.003475537 
13 69 0.7103286 2 0.2896714 1 1513 617 NA 0.5591549 2 0.4408451 1 1191 939 NA 0.3967208 4.226013e-06 
13 70 0.7103286 2 0.2896714 1 1513 617 NA 0.8928571 2 0.1071429 1 1900 228 2 0.641589 0.002757218 
13 71 0.7103286 2 0.2896714 1 1513 617 NA 0.893797 2 0.106203 1 1902 226 2 0.6436407 0.003920925 
13 72 0.7103286 2 0.2896714 1 1513 617 NA 0.6375587 2 0.3624413 1 1358 772 NA 0.4461527 0.000950765 
13 73 0.7103286 2 0.2896714 1 1513 617 NA 0.9 2 0.1 1 1917 213 NA 0.647237 0.003405351 
13 74 0.7103286 2 0.2896714 1 1513 617 NA 0.9394366 2 0.06056338 1 2001 129 NA 0.6669908 8.632162e-06 
13 75 0.7103286 2 0.2896714 1 1513 617 NA 0.5042254 2 0.4957746 1 1074 1056 NA 0.3577592 3.212790e-06 
13 76 0.7103286 2 0.2896714 1 1513 617 NA 0.8725306 2 0.1274694 1 1855 271 4 0.6258389 0.001602264 
13 77 0.7103286 2 0.2896714 1 1513 617 NA 0.6367481 2 0.3632519 1 1355 773 2 0.4460226 0.0008281027 
13 78 0.7103286 2 0.2896714 1 1513 617 NA 0.7488263 2 0.2511737 1 1595 535 NA 0.5299834 9.618393e-05 
13 79 0.7103286 2 0.2896714 1 1513 617 NA 0.5089202 2 0.4910798 1 1084 1046 NA 0.3605323 1.823278e-05 
13 80 0.7103286 2 0.2896714 1 1513 617 NA 0.5019324 2 0.4980676 1 1039 1031 60 0.3572155 8.950803e-06 
14 15 0.7103286 2 0.2896714 1 1513 617 NA 0.7103286 2 0.2896714 1 1513 617 NA 0.7102475 0.9992117 
14 16 0.7103286 2 0.2896714 1 1513 617 NA 0.8061033 2 0.1938967 1 1717 413 NA 0.7102815 0.5894352 
14 17 0.7103286 2 0.2896714 1 1513 617 NA 0.9896714 2 0.01032864 1 2108 22 NA 0.7070148 0.007694294 
14 18 0.7103286 2 0.2896714 1 1513 617 NA 0.5892019 2 0.4107981 1 1255 875 NA 0.3760563 0.03621766 
14 19 0.7103286 2 0.2896714 1 1513 617 NA 0.585446 2 0.414554 1 1247 883 NA 0.3716544 0.03912935 
14 20 0.7103286 2 0.2896714 1 1513 617 NA 0.62723 2 0.3727700 1 1336 794 NA 0.4093745 0.02718582 
14 21 0.7103286 2 0.2896714 1 1513 617 NA 0.618421 2 0.3815789 1 1316 812 2 0.470169 0.01964774 
14 22 0.7103286 2 0.2896714 1 1513 617 NA 0.886385 2 0.1136150 1 1888 242 NA 0.6127037 0.01381738 
14 23 0.7103286 2 0.2896714 1 1513 617 NA 0.9422535 2 0.05774648 1 2007 123 NA 0.6643387 0.002207110 
14 24 0.7103286 2 0.2896714 1 1513 617 NA 0.799061 2 0.2009390 1 1702 428 NA 0.5707891 0.0003086285 
14 25 0.7103286 2 0.2896714 1 1513 617 NA 0.5018779 1 0.4981221 2 1069 1061 NA 0.3734562 0.005590478 
14 26 0.7103286 2 0.2896714 1 1513 617 NA 0.7070423 2 0.2929577 1 1506 624 NA 0.5176796 0.005598673 
14 27 0.7103286 2 0.2896714 1 1513 617 NA 0.5051643 2 0.4948357 1 1076 1054 NA 0.3744283 0.004728754 
14 28 0.7103286 2 0.2896714 1 1513 617 NA 0.5056338 2 0.4943662 1 1077 1053 NA 0.3750142 0.004883145 
14 29 0.7103286 2 0.2896714 1 1513 617 NA 0.8403756 2 0.1596244 1 1790 340 NA 0.5793172 0.01125520 
14 30 0.7103286 2 0.2896714 1 1513 617 NA 0.7079812 2 0.2920188 1 1508 622 NA 0.514403 0.003110810 
14 31 0.7103286 2 0.2896714 1 1513 617 NA 0.887688 2 0.1123120 1 1889 239 2 0.6144788 0.0125909 
14 32 0.7103286 2 0.2896714 1 1513 617 NA 0.9150235 2 0.08497653 1 1949 181 NA 0.6709868 0.027615 
14 33 0.7103286 2 0.2896714 1 1513 617 NA 0.9169014 2 0.08309859 1 1953 177 NA 0.6717262 0.02660959 
14 34 0.7103286 2 0.2896714 1 1513 617 NA 0.5774648 2 0.4225352 1 1230 900 NA 0.4027707 0.001096333 
14 35 0.7103286 2 0.2896714 1 1513 617 NA 0.5657277 2 0.4342723 1 1205 925 NA 0.3886138 0.003467056 
14 36 0.7103286 2 0.2896714 1 1513 617 NA 0.5680751 2 0.4319249 1 1210 920 NA 0.3902751 0.003474733 
14 37 0.7103286 2 0.2896714 1 1513 617 NA 0.5662594 2 0.4337406 1 1205 923 2 0.3887361 0.003603146 
